V4_0,Time_codelist,Time,Geography_codelist,Geography,Housing_codelist,Housing
40.35087719298245,Year,2015,J01000001,,,IMD
35.08771929824561,Year,2015,J01000001,,,Income Deprivation
42.10526315789473,Year,2015,J01000001,,,Employment Deprivation
47.368421052631575,Year,2015,J01000001,,,Health Deprivation and Disability
21.052631578947366,Year,2015,J01000001,,,Crime
38.80597014925373,Year,2015,J01000002,,,IMD
46.26865671641791,Year,2015,J01000002,,,Income Deprivation
38.80597014925373,Year,2015,J01000002,,,Employment Deprivation
11.940298507462686,Year,2015,J01000002,,,Health Deprivation and Disability
56.71641791044776,Year,2015,J01000002,,,Crime
0.0,Year,2015,J01000003,,,IMD
1.4705882352941175,Year,2015,J01000003,,,Income Deprivation
2.941176470588235,Year,2015,J01000003,,,Employment Deprivation
0.0,Year,2015,J01000003,,,Health Deprivation and Disability
8.823529411764707,Year,2015,J01000003,,,Crime
8.19672131147541,Year,2015,J01000004,,,IMD
8.19672131147541,Year,2015,J01000004,,,Income Deprivation
8.19672131147541,Year,2015,J01000004,,,Employment Deprivation
11.475409836065573,Year,2015,J01000004,,,Health Deprivation and Disability
3.278688524590164,Year,2015,J01000004,,,Crime
22.033898305084744,Year,2015,J01000005,,,IMD
28.8135593220339,Year,2015,J01000005,,,Income Deprivation
27.11864406779661,Year,2015,J01000005,,,Employment Deprivation
15.254237288135593,Year,2015,J01000005,,,Health Deprivation and Disability
15.254237288135593,Year,2015,J01000005,,,Crime
54.54545454545454,Year,2015,J01000006,,,IMD
54.54545454545454,Year,2015,J01000006,,,Income Deprivation
63.63636363636363,Year,2015,J01000006,,,Employment Deprivation
69.0909090909091,Year,2015,J01000006,,,Health Deprivation and Disability
34.54545454545455,Year,2015,J01000006,,,Crime
57.496136012364765,Year,2015,J01000007,,,IMD
55.486862442040184,Year,2015,J01000007,,,Income Deprivation
55.17774343122102,Year,2015,J01000007,,,Employment Deprivation
43.27666151468315,Year,2015,J01000007,,,Health Deprivation and Disability
36.16692426584235,Year,2015,J01000007,,,Crime
51.388888888888886,Year,2015,J01000008,,,IMD
48.61111111111111,Year,2015,J01000008,,,Income Deprivation
48.61111111111111,Year,2015,J01000008,,,Employment Deprivation
59.72222222222222,Year,2015,J01000008,,,Health Deprivation and Disability
36.11111111111111,Year,2015,J01000008,,,Crime
49.48453608247423,Year,2015,J01000009,,,IMD
45.36082474226804,Year,2015,J01000009,,,Income Deprivation
47.42268041237113,Year,2015,J01000009,,,Employment Deprivation
81.44329896907216,Year,2015,J01000009,,,Health Deprivation and Disability
50.51546391752577,Year,2015,J01000009,,,Crime
45.370370370370374,Year,2015,J01000010,,,IMD
44.44444444444444,Year,2015,J01000010,,,Income Deprivation
48.148148148148145,Year,2015,J01000010,,,Employment Deprivation
50.0,Year,2015,J01000010,,,Health Deprivation and Disability
36.11111111111111,Year,2015,J01000010,,,Crime
13.274336283185843,Year,2015,J01000011,,,IMD
10.619469026548673,Year,2015,J01000011,,,Income Deprivation
13.274336283185843,Year,2015,J01000011,,,Employment Deprivation
15.04424778761062,Year,2015,J01000011,,,Health Deprivation and Disability
31.858407079646017,Year,2015,J01000011,,,Crime
0.0,Year,2015,J01000012,,,IMD
0.0,Year,2015,J01000012,,,Income Deprivation
0.0,Year,2015,J01000012,,,Employment Deprivation
0.0,Year,2015,J01000012,,,Health Deprivation and Disability
