V4_0,Time_codelist,Time,Geography_codelist,Geography,Commuting_codelist,Commuting
3434.0,Deccenial,2011,J01000001,,,"Net in commuting, aged 16-74"
8.32646331409728,Deccenial,2011,J01000001,,,"Net in commuting/residents in employment, aged 16-74"
11509.0,Deccenial,2011,J01000002,,,"Net in commuting, aged 16-74"
23.235953241404374,Deccenial,2011,J01000002,,,"Net in commuting/residents in employment, aged 16-74"
5673.0,Deccenial,2011,J01000003,,,"Net in commuting, aged 16-74"
9.66785391707425,Deccenial,2011,J01000003,,,"Net in commuting/residents in employment, aged 16-74"
13602.0,Deccenial,2011,J01000004,,,"Net in commuting, aged 16-74"
30.484771061655348,Deccenial,2011,J01000004,,,"Net in commuting/residents in employment, aged 16-74"
4170.0,Deccenial,2011,J01000005,,,"Net in commuting, aged 16-74"
10.216331430531396,Deccenial,2011,J01000005,,,"Net in commuting/residents in employment, aged 16-74"
404.0,Deccenial,2011,J01000006,,,"Net in commuting, aged 16-74"
1.099020674646355,Deccenial,2011,J01000006,,,"Net in commuting/residents in employment, aged 16-74"
59277.0,Deccenial,2011,J01000007,,,"Net in commuting, aged 16-74"
13.924169569639641,Deccenial,2011,J01000007,,,"Net in commuting/residents in employment, aged 16-74"
7473.0,Deccenial,2011,J01000008,,,"Net in commuting, aged 16-74"
16.086881646359842,Deccenial,2011,J01000008,,,"Net in commuting/residents in employment, aged 16-74"
7202.0,Deccenial,2011,J01000009,,,"Net in commuting, aged 16-74"
11.25101543460601,Deccenial,2011,J01000009,,,"Net in commuting/residents in employment, aged 16-74"
-4453.0,Deccenial,2011,J01000010,,,"Net in commuting, aged 16-74"
-6.137582181301945,Deccenial,2011,J01000010,,,"Net in commuting/residents in employment, aged 16-74"
-9762.0,Deccenial,2011,J01000011,,,"Net in commuting, aged 16-74"
-10.686137139854628,Deccenial,2011,J01000011,,,"Net in commuting/residents in employment, aged 16-74"
104.0,Deccenial,2011,J01000012,,,"Net in commuting, aged 16-74"
0.24428054681260863,Deccenial,2011,J01000012,,,"Net in commuting/residents in employment, aged 16-74"
14787.0,Deccenial,2011,J01000013,,,"Net in commuting, aged 16-74"
11.207791715617539,Deccenial,2011,J01000013,,,"Net in commuting/residents in employment, aged 16-74"
-715.0,Deccenial,2011,J01000014,,,"Net in commuting, aged 16-74"
-0.5960220736566579,Deccenial,2011,J01000014,,,"Net in commuting/residents in employment, aged 16-74"
9092.0,Deccenial,2011,J01000015,,,"Net in commuting, aged 16-74"
3.4261080588151063,Deccenial,2011,J01000015,,,"Net in commuting/residents in employment, aged 16-74"
-531.0,Deccenial,2011,J01000016,,,"Net in commuting, aged 16-74"
-1.5065966803801958,Deccenial,2011,J01000016,,,"Net in commuting/residents in employment, aged 16-74"
4881.0,Deccenial,2011,J01000017,,,"Net in commuting, aged 16-74"
14.156853645803121,Deccenial,2011,J01000017,,,"Net in commuting/residents in employment, aged 16-74"
6213.0,Deccenial,2011,J01000018,,,"Net in commuting, aged 16-74"
17.206236672297763,Deccenial,2011,J01000018,,,"Net in commuting/residents in employment, aged 16-74"
36925.0,Deccenial,2011,J01000019,,,"Net in commuting, aged 16-74"
52.05249654627985,Deccenial,2011,J01000019,,,"Net in commuting/residents in employment, aged 16-74"
37852.0,Deccenial,2011,J01000020,,,"Net in commuting, aged 16-74"
24.675197684500098,Deccenial,2011,J01000020,,,"Net in commuting/residents in employment, aged 16-74"
6740.0,Deccenial,2011,J01000021,,,"Net in commuting, aged 16-74"
18.03827110932691,Deccenial,2011,J01000021,,,"Net in commuting/residents in employment, aged 16-74"
-11927.0,Deccenial,2011,J01000022,,,"Net in commuting, aged 16-74"
-32.317238389421775,Deccenial,2011,J01000022,,,"Net in commuting/residents in employment, aged 16-74"
4288.0,Deccenial,2011,J01000023,,,"Net in commuting, aged 16-74"
7.486687036228721,Deccenial,2011,J01000023,,,"Net in commuting/residents in employment, aged 16-74"
4212.0,Deccenial,2011,J01000024,,,"Net in commuting, aged 16-74"
7.062492664196247,Deccenial,2011,J01000024,,,"Net in commuting/residents in employment, aged 16-74"
2434.0,Deccenial,2011,J01000025,,,"Net in commuting, aged 16-74"
5.751145976088087,Deccenial,2011,J01000025,,,"Net in commuting/residents in employment, aged 16-74"
5349.0,Deccenial,2011,J01000026,,,"Net in commuting, aged 16-74"
12.877675325613309,Deccenial,2011,J01000026,,,"Net in commuting/residents in employment, aged 16-74"
4462.0,Deccenial,2011,J01000027,,,"Net in commuting, aged 16-74"
7.444607581420182,Deccenial,2011,J01000027,,,"Net in commuting/residents in employment, aged 16-74"
13128.0,Deccenial,2011,J01000028,,,"Net in commuting, aged 16-74"
9.270008049824174,Deccenial,2011,J01000028,,,"Net in commuting/residents in employment, aged 16-74"
22575.0,Deccenial,2011,J01000029,,,"Net in commuting, aged 16-74"
40.53690070030526,Deccenial,2011,J01000029,,,"Net in commuting/residents in employment, aged 16-74"
4676.0,Deccenial,2011,J01000030,,,"Net in commuting, aged 16-74"
11.028041791467183,Deccenial,2011,J01000030,,,"Net in commuting/residents in employment, aged 16-74"
8337.0,Deccenial,2011,J01000031,,,"Net in commuting, aged 16-74"
7.171366146541194,Deccenial,2011,J01000031,,,"Net in commuting/residents in employment, aged 16-74"
21628.0,Deccenial,2011,J01000032,,,"Net in commuting, aged 16-74"
43.65676914071173,Deccenial,2011,J01000032,,,"Net in commuting/residents in employment, aged 16-74"
15303.0,Deccenial,2011,J01000033,,,"Net in commuting, aged 16-74"
46.41069966336093,Deccenial,2011,J01000033,,,"Net in commuting/residents in employment, aged 16-74"
-3182.0,Deccenial,2011,J01000034,,,"Net in commuting, aged 16-74"
-6.50024513809446,Deccenial,2011,J01000034,,,"Net in commuting/residents in employment, aged 16-74"
26476.0,Deccenial,2011,J01000035,,,"Net in commuting, aged 16-74"
48.00812344738799,Deccenial,2011,J01000035,,,"Net in commuting/residents in employment, aged 16-74"
3810.0,Deccenial,2011,J01000036,,,"Net in commuting, aged 16-74"
6.991210525350019,Deccenial,2011,J01000036,,,"Net in commuting/residents in employment, aged 16-74"
-10386.0,Deccenial,2011,J01000037,,,"Net in commuting, aged 16-74"
-20.69748903945795,Deccenial,2011,J01000037,,,"Net in commuting/residents in employment, aged 16-74"
3145.0,Deccenial,2011,J01000038,,,"Net in commuting, aged 16-74"
4.545257468241007,Deccenial,2011,J01000038,,,"Net in commuting/residents in employment, aged 16-74"
7194.0,Deccenial,2011,J01000039,,,"Net in commuting, aged 16-74"
18.912666281087333,Deccenial,2011,J01000039,,,"Net in commuting/residents in employment, aged 16-74"
15312.0,Deccenial,2011,J01000040,,,"Net in commuting, aged 16-74"
38.65202574782279,Deccenial,2011,J01000040,,,"Net in commuting/residents in employment, aged 16-74"
11921.0,Deccenial,2011,J01000041,,,"Net in commuting, aged 16-74"
30.92267386060024,Deccenial,2011,J01000041,,,"Net in commuting/residents in employment, aged 16-74"
-598.0,Deccenial,2011,J01000042,,,"Net in commuting, aged 16-74"
-1.4778933840792823,Deccenial,2011,J01000042,,,"Net in commuting/residents in employment, aged 16-74"
2353.0,Deccenial,2011,J01000043,,,"Net in commuting, aged 16-74"
6.098066656300213,Deccenial,2011,J01000043,,,"Net in commuting/residents in employment, aged 16-74"
-3125.0,Deccenial,2011,J01000044,,,"Net in commuting, aged 16-74"
-8.589176263639612,Deccenial,2011,J01000044,,,"Net in commuting/residents in employment, aged 16-74"
-3882.0,Deccenial,2011,J01000045,,,"Net in commuting, aged 16-74"
-9.458603381901467,Deccenial,2011,J01000045,,,"Net in commuting/residents in employment, aged 16-74"
-1084.0,Deccenial,2011,J01000046,,,"Net in commuting, aged 16-74"
-2.241985522233713,Deccenial,2011,J01000046,,,"Net in commuting/residents in employment, aged 16-74"
-3674.0,Deccenial,2011,J01000047,,,"Net in commuting, aged 16-74"
-7.139387108684246,Deccenial,2011,J01000047,,,"Net in commuting/residents in employment, aged 16-74"
-435.0,Deccenial,2011,J01000048,,,"Net in commuting, aged 16-74"
-0.5893670062865815,Deccenial,2011,J01000048,,,"Net in commuting/residents in employment, aged 16-74"
2649.0,Deccenial,2011,J01000049,,,"Net in commuting, aged 16-74"
3.688182223212297,Deccenial,2011,J01000049,,,"Net in commuting/residents in employment, aged 16-74"
8228.0,Deccenial,2011,J01000050,,,"Net in commuting, aged 16-74"
6.623465486013283,Deccenial,2011,J01000050,,,"Net in commuting/residents in employment, aged 16-74"
73878.0,Deccenial,2011,J01000051,,,"Net in commuting, aged 16-74"
